loan_id, education, self_employed, income_annum, loan_amount, loan_term, cibil_score, residential_assets_value, loan_status
3495, Not Graduate, Yes,8800000,22200000,10,512,6800000, Rejected
3496, Not Graduate, Yes,8700000,27200000,18,454,9100000, Rejected
3497, Not Graduate, No,5000000,12400000,14,315,7400000, Rejected
3498, Not Graduate, Yes,6000000,22700000,10,480,200000, Rejected
3499, Graduate, Yes,9100000,24200000,16,685,25600000, Approved
3500, Graduate, No,7400000,17900000,6,460,2600000, Rejected
3501, Not Graduate, Yes,8300000,28400000,16,704,1400000, Approved
3502, Graduate, Yes,7600000,23900000,12,692,500000, Approved
3503, Not Graduate, Yes,3500000,9600000,4,398,1700000, Rejected
3504, Graduate, Yes,1000000,3500000,18,882,900000, Approved
3505, Graduate, Yes,9900000,25900000,4,860,7800000, Approved
3506, Graduate, Yes,5700000,15100000,18,330,5900000, Rejected
3507, Graduate, No,700000,2400000,16,447,1300000, Rejected
3508, Not Graduate, Yes,9600000,23800000,12,788,9900000, Approved
3509, Not Graduate, No,9300000,28900000,6,526,11100000, Rejected
3510, Graduate, No,9500000,28400000,18,577,6200000, Approved
3511, Graduate, Yes,8700000,23400000,16,372,10600000, Rejected
3512, Graduate, Yes,7300000,21000000,14,759,15500000, Approved
3513, Graduate, Yes,4100000,12700000,10,465,6400000, Rejected
3514, Graduate, No,2900000,10200000,4,789,1200000, Approved
3515, Graduate, Yes,7500000,17900000,2,680,7000000, Approved
3516, Graduate, No,7900000,25700000,20,681,14900000, Approved
3517, Graduate, Yes,6900000,22300000,16,673,17400000, Approved
3518, Not Graduate, No,6900000,22900000,10,313,5600000, Rejected
3519, Not Graduate, No,4800000,18800000,16,551,7900000, Approved
3520, Graduate, Yes,7700000,24400000,8,453,1400000, Rejected
3521, Not Graduate, No,6900000,22700000,4,650,900000, Approved
3522, Not Graduate, No,1200000,4500000,4,439,3200000, Approved
3523, Graduate, No,2900000,9600000,4,658,8200000, Approved
3524, Graduate, Yes,5500000,18900000,6,379,13900000, Rejected
3525, Graduate, Yes,3200000,10700000,4,450,7300000, Approved
3526, Not Graduate, No,2600000,8200000,4,849,7400000, Approved
3527, Graduate, No,500000,1600000,18,865,1400000, Approved
3528, Graduate, No,1800000,6900000,10,853,900000, Rejected
3529, Not Graduate, No,1300000,4900000,12,555,2400000, Approved
3530, Not Graduate, No,9900000,20700000,20,821,12700000, Approved
3531, Not Graduate, No,2000000,4700000,2,820,4700000, Approved
3532, Not Graduate, No,5100000,15300000,4,721,7000000, Approved
3533, Graduate, Yes,8200000,24000000,20,831,23000000, Approved
3534, Not Graduate, No,4200000,12600000,18,571,8900000, Approved
3535, Not Graduate, Yes,1300000,4900000,8,582,2100000, Approved
3536, Not Graduate, Yes,4600000,13600000,18,487,11200000, Rejected
3537, Not Graduate, No,6600000,19700000,12,758,16000000, Approved
3538, Graduate, Yes,8300000,30100000,16,636,5200000, Approved
3539, Graduate, No,6900000,20700000,16,857,17100000, Approved
3540, Graduate, Yes,4700000,12500000,8,678,13700000, Approved
3541, Graduate, No,7900000,15800000,8,551,800000, Approved
3542, Not Graduate, No,8800000,24900000,16,668,16700000, Approved
3543, Graduate, No,6500000,23400000,2,672,5000000, Approved
3544, Not Graduate, No,3500000,13700000,4,439,5200000, Approved
3545, Not Graduate, Yes,8200000,19600000,16,636,11500000, Approved
3546, Not Graduate, Yes,2000000,6000000,14,393,1500000, Rejected
3547, Not Graduate, No,2700000,8200000,2,848,7000000, Approved
3548, Graduate, Yes,5300000,17600000,4,790,2000000, Approved
3549, Not Graduate, No,9900000,19900000,6,312,21400000, Rejected
3550, Not Graduate, Yes,5000000,19500000,14,775,3100000, Approved
3551, Not Graduate, No,9100000,18600000,20,403,18400000, Rejected
3552, Not Graduate, Yes,7600000,26400000,14,867,9200000, Approved
3553, Graduate, No,5200000,17800000,18,558,8300000, Approved
3554, Graduate, No,1800000,6000000,4,548,1400000, Approved
3555, Not Graduate, No,7300000,28200000,16,486,15300000, Rejected
3556, Graduate, No,3200000,11600000,6,635,3300000, Approved
3557, Graduate, No,5200000,20700000,2,538,3200000, Approved
3558, Not Graduate, No,7100000,28200000,14,496,6300000, Rejected
3559, Graduate, Yes,1400000,4800000,6,411,1400000, Rejected
3560, Not Graduate, No,2700000,10700000,6,857,7400000, Approved
3561, Graduate, Yes,6500000,18100000,10,360,15700000, Rejected
3562, Graduate, No,9300000,35900000,18,461,9800000, Rejected
3563, Graduate, Yes,6700000,14900000,16,638,3300000, Approved
3564, Graduate, No,6800000,19300000,6,865,12100000, Approved
3565, Not Graduate, No,5600000,13600000,4,449,5900000, Rejected
3566, Not Graduate, Yes,1900000,4700000,2,870,4700000, Approved
3567, Not Graduate, No,8400000,19500000,6,815,5300000, Approved
3568, Not Graduate, Yes,2500000,7200000,16,454,4200000, Rejected
3569, Not Graduate, Yes,2900000,9900000,18,783,1300000, Approved
3570, Graduate, Yes,3200000,7400000,2,543,3600000, Rejected
3571, Not Graduate, Yes,3000000,10900000,2,786,7600000, Approved
3572, Graduate, Yes,800000,2500000,20,395,1500000, Rejected
3573, Not Graduate, Yes,400000,1300000,2,885,200000, Approved
3574, Not Graduate, No,4400000,10600000,20,488,10800000, Rejected
3575, Not Graduate, Yes,8700000,19900000,10,829,7500000, Approved
3576, Not Graduate, No,7400000,15400000,6,677,22000000, Approved
3577, Not Graduate, Yes,5700000,14400000,12,645,14500000, Approved
3578, Not Graduate, Yes,9700000,27600000,10,788,9400000, Approved
3579, Not Graduate, No,7000000,22400000,6,649,12200000, Approved
3580, Not Graduate, No,8900000,23100000,4,519,22800000, Rejected
3581, Graduate, Yes,3100000,11200000,14,772,3400000, Approved
3582, Graduate, No,2200000,6100000,12,330,5500000, Rejected
3583, Not Graduate, Yes,7100000,21500000,4,557,8900000, Approved
3584, Graduate, Yes,8200000,19000000,6,334,24500000, Rejected
3585, Graduate, Yes,9800000,28400000,12,487,8900000, Rejected
3586, Graduate, Yes,3900000,9700000,8,539,4400000, Rejected
3587, Graduate, Yes,2200000,8100000,8,710,500000, Approved
3588, Not Graduate, Yes,600000,1700000,20,879,1100000, Approved
3589, Not Graduate, Yes,6900000,22000000,10,512,6100000, Rejected
3590, Graduate, Yes,7400000,27300000,18,561,12600000, Approved
3591, Not Graduate, Yes,4000000,11600000,6,539,5900000, Rejected
3592, Not Graduate, Yes,700000,2000000,18,544,800000, Rejected
3593, Not Graduate, Yes,1900000,4600000,16,631,3200000, Approved
3594, Graduate, No,2200000,6800000,20,546,4600000, Rejected
3595, Graduate, Yes,2000000,5600000,14,569,5000000, Approved
3596, Not Graduate, No,7400000,17900000,6,384,13400000, Rejected
3597, Not Graduate, Yes,2300000,9000000,6,583,3600000, Approved
3598, Not Graduate, Yes,4000000,15500000,12,517,0, Rejected
3599, Graduate, Yes,1500000,5800000,18,420,800000, Rejected
3600, Not Graduate, Yes,5200000,12900000,18,644,400000, Approved
3601, Graduate, No,5400000,14500000,8,349,10800000, Rejected
3602, Graduate, No,7700000,25300000,18,662,3400000, Approved
3603, Not Graduate, Yes,1900000,6400000,20,704,900000, Approved
3604, Not Graduate, Yes,6400000,15500000,2,324,18400000, Rejected
3605, Graduate, No,700000,1700000,18,757,1900000, Approved
3606, Graduate, Yes,5800000,23000000,16,361,6000000, Rejected
3607, Graduate, No,1800000,5400000,4,415,4400000, Approved
3608, Graduate, Yes,4300000,13800000,18,618,9600000, Approved
3609, Graduate, No,8000000,27100000,8,524,16900000, Rejected
3610, Not Graduate, No,1100000,4100000,18,887,400000, Approved
3611, Not Graduate, Yes,8800000,31100000,12,729,12300000, Approved
3612, Graduate, No,4800000,18600000,14,774,10800000, Approved
3613, Not Graduate, Yes,200000,700000,20,724,600000, Approved
3614, Graduate, Yes,1400000,2700000,16,320,900000, Rejected
3615, Graduate, No,2500000,6400000,16,590,3200000, Approved
3616, Graduate, No,8100000,25300000,8,796,15900000, Approved
3617, Graduate, Yes,6100000,19200000,6,890,13900000, Approved
3618, Not Graduate, Yes,2000000,4600000,16,651,2100000, Approved
3619, Not Graduate, No,4800000,10100000,12,634,9200000, Approved
3620, Graduate, Yes,900000,2800000,2,660,1200000, Approved
3621, Not Graduate, No,1300000,3500000,12,512,3300000, Rejected
3622, Not Graduate, Yes,4200000,9100000,2,900,6700000, Approved
3623, Graduate, Yes,3300000,11100000,20,823,4600000, Approved
3624, Not Graduate, Yes,8700000,28400000,12,880,8000000, Approved
3625, Not Graduate, Yes,800000,2600000,2,439,600000, Approved
3626, Graduate, Yes,7400000,17100000,2,441,14700000, Rejected
3627, Not Graduate, No,6900000,18500000,6,360,14000000, Rejected
3628, Graduate, Yes,8800000,33700000,14,561,10200000, Approved
3629, Graduate, Yes,8600000,32500000,4,758,20900000, Approved
3630, Graduate, No,5400000,20600000,18,621,11200000, Approved
3631, Graduate, Yes,2900000,5900000,18,621,200000, Approved
3632, Graduate, No,9800000,21000000,12,342,25400000, Rejected
3633, Graduate, No,3300000,10800000,4,552,4200000, Approved
3634, Not Graduate, No,300000,500000,18,376,300000, Rejected
3635, Graduate, No,1500000,4300000,12,801,4400000, Approved
3636, Not Graduate, Yes,5400000,16300000,4,512,1600000, Approved
3637, Graduate, No,6600000,15200000,18,497,1500000, Rejected
3638, Graduate, No,5700000,17200000,8,386,4200000, Rejected
3639, Not Graduate, Yes,8500000,26100000,2,683,6600000, Approved
3640, Graduate, No,7400000,24100000,16,779,800000, Approved
3641, Not Graduate, Yes,7800000,17700000,6,876,15600000, Approved
3642, Graduate, Yes,7200000,16500000,18,515,7800000, Rejected
3643, Not Graduate, No,7600000,19300000,12,463,5400000, Rejected
3644, Not Graduate, Yes,7000000,26700000,4,486,10600000, Approved
3645, Not Graduate, No,5700000,13000000,6,328,7800000, Rejected
3646, Not Graduate, No,8200000,30600000,10,343,9800000, Rejected
3647, Graduate, Yes,9000000,27800000,8,712,900000, Approved
3648, Not Graduate, No,3900000,11900000,6,607,6600000, Approved
3649, Graduate, No,6500000,16200000,4,812,17200000, Approved
3650, Not Graduate, Yes,2300000,7700000,16,589,6000000, Approved
3651, Not Graduate, No,5700000,21800000,18,657,14100000, Approved
3652, Not Graduate, No,800000,2800000,12,453,1500000, Rejected
3653, Not Graduate, Yes,8400000,19700000,14,889,22400000, Approved
3654, Graduate, Yes,4300000,17200000,4,564,10400000, Approved
3655, Not Graduate, Yes,300000,900000,20,419,800000, Rejected
3656, Graduate, No,8700000,34000000,16,663,5400000, Approved
3657, Not Graduate, No,4400000,12100000,4,884,9800000, Approved
3658, Graduate, Yes,5600000,16800000,16,528,7500000, Rejected
3659, Graduate, No,600000,1300000,12,475,100000, Rejected
3660, Not Graduate, Yes,2500000,5100000,20,695,1100000, Approved
3661, Not Graduate, No,3800000,10500000,10,759,1800000, Approved
3662, Not Graduate, No,2500000,9600000,4,636,900000, Approved
3663, Not Graduate, Yes,5500000,20400000,10,546,10600000, Rejected
3664, Graduate, Yes,4500000,17100000,2,639,10600000, Approved
3665, Not Graduate, No,1900000,4000000,10,388,500000, Rejected
3666, Graduate, Yes,6400000,20000000,12,594,100000, Approved
3667, Not Graduate, Yes,3800000,11100000,6,760,2100000, Approved
3668, Not Graduate, Yes,6300000,16900000,16,582,16000000, Approved
3669, Not Graduate, No,300000,600000,6,896,300000, Approved
3670, Not Graduate, Yes,7100000,21800000,18,891,7000000, Approved
3671, Not Graduate, Yes,600000,1700000,2,495,1700000, Rejected
3672, Graduate, Yes,4400000,15300000,16,865,1200000, Approved
3673, Not Graduate, No,7600000,20800000,12,775,1900000, Approved
3674, Graduate, Yes,8700000,26400000,10,318,11800000, Rejected
3675, Graduate, Yes,5600000,12700000,12,395,8200000, Rejected
3676, Not Graduate, No,4100000,13100000,14,772,11200000, Approved
3677, Not Graduate, Yes,7900000,16100000,18,318,17300000, Rejected
3678, Not Graduate, Yes,5600000,20900000,14,649,4000000, Approved
3679, Not Graduate, No,1200000,3100000,10,438,1500000, Rejected
3680, Graduate, No,6900000,19700000,6,588,9800000, Approved
3681, Not Graduate, No,2700000,5600000,2,815,1100000, Approved
3682, Graduate, Yes,9800000,22100000,4,364,16800000, Rejected
3683, Not Graduate, No,9300000,32300000,4,586,14300000, Approved
3684, Not Graduate, No,6700000,25300000,12,555,16900000, Approved
3685, Graduate, No,1300000,4600000,10,312,1800000, Rejected
3686, Graduate, Yes,7900000,17100000,16,605,19200000, Approved
3687, Not Graduate, No,6700000,23200000,18,672,1600000, Approved
3688, Not Graduate, Yes,2100000,4500000,18,591,2500000, Approved
3689, Graduate, Yes,4700000,11000000,4,321,10100000, Rejected
3690, Graduate, No,3700000,13400000,16,393,6400000, Rejected
3691, Graduate, Yes,5800000,21800000,2,561,4400000, Approved
3692, Graduate, Yes,2400000,6900000,20,725,1700000, Approved
3693, Not Graduate, Yes,8100000,27600000,16,438,1000000, Rejected
3694, Graduate, Yes,5400000,21400000,12,399,4000000, Rejected
3695, Graduate, No,1400000,5400000,8,592,4100000, Approved
3696, Not Graduate, No,2500000,8600000,8,835,2500000, Approved
3697, Not Graduate, Yes,1600000,5300000,4,733,400000, Approved
3698, Not Graduate, No,3700000,10600000,20,484,5800000, Rejected
3699, Not Graduate, Yes,500000,1800000,20,615,500000, Approved
3700, Not Graduate, Yes,5300000,19500000,4,591,13200000, Approved
3701, Graduate, Yes,2800000,6800000,12,349,4100000, Rejected
3702, Graduate, Yes,9600000,29900000,18,478,18500000, Rejected
3703, Graduate, No,2200000,7800000,20,633,0, Approved
3704, Not Graduate, Yes,8400000,30900000,8,378,18600000, Rejected
3705, Not Graduate, No,2100000,5300000,20,461,1500000, Rejected
3706, Not Graduate, Yes,2800000,7000000,2,834,500000, Approved
3707, Not Graduate, No,2500000,5800000,20,671,7400000, Approved
3708, Graduate, Yes,1700000,5800000,10,524,4100000, Rejected
3709, Graduate, No,6100000,20700000,4,816,14900000, Approved
3710, Graduate, No,4100000,11700000,10,729,6900000, Approved
3711, Not Graduate, Yes,4500000,12700000,8,307,11000000, Rejected
3712, Graduate, Yes,5600000,19100000,8,350,2700000, Rejected
3713, Not Graduate, Yes,5800000,16600000,10,444,13300000, Rejected
3714, Not Graduate, No,8600000,26700000,10,895,2200000, Approved
3715, Graduate, No,2900000,10500000,20,708,4200000, Approved
3716, Not Graduate, Yes,8300000,17600000,2,355,1000000, Rejected
3717, Not Graduate, No,2400000,5100000,6,756,1500000, Approved
3718, Graduate, No,5600000,12000000,4,719,5600000, Approved
3719, Graduate, Yes,9500000,35400000,14,439,400000, Rejected
3720, Not Graduate, Yes,4900000,15900000,10,668,10800000, Approved
3721, Not Graduate, Yes,5900000,16500000,2,765,13000000, Approved
3722, Graduate, Yes,500000,1500000,4,476,200000, Approved
3723, Graduate, No,7000000,21700000,14,781,5400000, Approved
3724, Not Graduate, No,3500000,12700000,4,350,5200000, Approved
3725, Graduate, No,5200000,12200000,16,783,5000000, Approved
3726, Graduate, Yes,6300000,19900000,12,770,1900000, Approved
3727, Not Graduate, No,8400000,28300000,10,822,1800000, Approved
3728, Not Graduate, Yes,7500000,22500000,14,469,12300000, Rejected
3729, Graduate, No,3300000,13000000,16,300,5500000, Rejected
3730, Not Graduate, No,8800000,22400000,14,692,21700000, Approved
3731, Graduate, No,200000,700000,18,707,-100000, Approved
3732, Not Graduate, Yes,8000000,29100000,4,658,10600000, Approved
3733, Graduate, No,1000000,4000000,6,625,700000, Approved
3734, Graduate, No,9400000,26700000,10,343,7600000, Rejected
3735, Graduate, No,2100000,7300000,18,358,3700000, Rejected
3736, Graduate, Yes,5400000,11500000,20,705,14600000, Approved
3737, Graduate, Yes,4700000,15100000,8,799,9700000, Approved
3738, Graduate, No,8800000,33700000,12,397,17300000, Rejected
3739, Graduate, No,3200000,12200000,6,493,7700000, Rejected
3740, Graduate, Yes,7200000,21900000,4,446,17700000, Approved
3741, Not Graduate, Yes,2500000,7200000,16,315,5500000, Rejected
3742, Not Graduate, Yes,6900000,15700000,14,887,13800000, Approved
3743, Graduate, Yes,5700000,20500000,16,429,2800000, Rejected
3744, Graduate, Yes,5500000,15100000,18,673,10500000, Approved
3745, Not Graduate, Yes,9200000,29100000,10,731,14500000, Approved
3746, Graduate, Yes,5700000,11500000,2,732,15800000, Approved
3747, Graduate, Yes,5000000,16400000,14,525,13000000, Rejected
3748, Not Graduate, No,2300000,5500000,6,343,-100000, Rejected
3749, Not Graduate, Yes,3000000,11000000,16,331,8000000, Rejected
3750, Not Graduate, No,7900000,26200000,18,845,14200000, Approved
3751, Graduate, No,2000000,6200000,16,696,4100000, Approved
3752, Not Graduate, No,2700000,8700000,14,772,2200000, Approved
3753, Graduate, Yes,6400000,15800000,18,628,6900000, Approved
3754, Not Graduate, Yes,8200000,19100000,2,764,22900000, Approved
3755, Graduate, No,2800000,6900000,14,553,400000, Approved
3756, Not Graduate, No,8900000,20000000,2,653,12700000, Approved
3757, Not Graduate, No,5100000,20000000,4,506,7900000, Approved
3758, Graduate, No,2800000,8500000,20,431,6200000, Rejected
3759, Not Graduate, Yes,6100000,12300000,18,697,14100000, Approved
3760, Not Graduate, No,8400000,24500000,6,588,11000000, Approved
3761, Not Graduate, No,1600000,5600000,6,846,600000, Approved
3762, Graduate, No,4100000,11000000,14,379,6200000, Rejected
3763, Not Graduate, No,300000,700000,10,745,0, Approved
3764, Graduate, No,9600000,34500000,20,523,26100000, Rejected
3765, Graduate, Yes,8300000,25400000,4,624,22900000, Approved
3766, Graduate, No,4600000,16700000,16,407,13000000, Rejected
3767, Not Graduate, Yes,5600000,11600000,12,756,3300000, Approved
3768, Graduate, Yes,4100000,8300000,16,351,6000000, Rejected
3769, Not Graduate, No,3700000,13400000,18,373,2800000, Rejected
3770, Not Graduate, Yes,800000,2400000,2,461,1300000, Approved
3771, Graduate, No,8100000,28100000,12,672,5600000, Approved
3772, Graduate, Yes,2700000,9500000,10,434,2700000, Rejected
3773, Not Graduate, Yes,7000000,21400000,12,541,3700000, Rejected
3774, Not Graduate, Yes,8100000,29300000,2,413,8100000, Approved
3775, Graduate, No,3200000,7600000,4,592,3000000, Approved
3776, Not Graduate, Yes,400000,1400000,10,665,300000, Approved
3777, Graduate, No,7800000,23900000,4,313,2600000, Approved
3778, Not Graduate, No,5800000,19600000,14,673,8900000, Approved
3779, Not Graduate, Yes,2600000,6000000,8,382,1700000, Rejected
3780, Not Graduate, No,5400000,21100000,12,661,15800000, Approved
3781, Graduate, Yes,600000,1700000,4,576,400000, Approved
3782, Graduate, No,600000,1200000,14,443,700000, Rejected
3783, Graduate, Yes,9500000,21700000,16,307,27500000, Rejected
3784, Graduate, Yes,1900000,4800000,12,656,1500000, Approved
3785, Graduate, Yes,9800000,21200000,4,885,18000000, Approved
3786, Graduate, No,7800000,16600000,20,896,12400000, Approved
3787, Not Graduate, No,4900000,14100000,2,802,3300000, Approved
3788, Graduate, Yes,8300000,22700000,2,650,3600000, Approved
3789, Not Graduate, Yes,3900000,8900000,10,665,9300000, Approved
3790, Graduate, No,9000000,35700000,12,339,15200000, Rejected
3791, Not Graduate, No,9600000,32400000,20,447,15400000, Rejected
3792, Not Graduate, Yes,1000000,2400000,18,613,1600000, Approved
3793, Graduate, No,2800000,7200000,16,424,900000, Rejected
3794, Not Graduate, No,8300000,20800000,6,667,19300000, Approved
3795, Not Graduate, Yes,6900000,18300000,18,715,8200000, Approved
3796, Not Graduate, Yes,3800000,9100000,18,654,9000000, Approved
3797, Not Graduate, No,8000000,17800000,20,549,2400000, Rejected
3798, Graduate, Yes,9800000,29700000,4,373,11100000, Approved
3799, Graduate, Yes,2900000,7200000,16,332,3600000, Rejected
3800, Graduate, No,7900000,31500000,20,534,12400000, Rejected
3801, Not Graduate, No,4600000,17900000,8,396,10700000, Rejected
3802, Graduate, No,1000000,3700000,18,892,2200000, Approved
3803, Graduate, No,9000000,21300000,14,602,3400000, Approved
3804, Graduate, Yes,9400000,36100000,10,615,21200000, Approved
3805, Graduate, Yes,7400000,23300000,20,482,15700000, Rejected
3806, Graduate, No,6600000,20100000,16,397,19200000, Rejected
3807, Not Graduate, No,1300000,3400000,10,464,1200000, Rejected
3808, Graduate, Yes,1100000,3400000,14,832,3200000, Approved
3809, Graduate, No,9200000,34800000,12,802,22000000, Approved
3810, Graduate, No,7000000,23900000,18,628,13400000, Approved
3811, Graduate, No,5100000,18800000,10,694,6400000, Approved
3812, Not Graduate, Yes,3200000,9300000,20,741,3800000, Approved
3813, Not Graduate, Yes,3700000,10900000,14,748,3700000, Approved
3814, Graduate, No,3600000,12800000,4,320,2500000, Approved
3815, Graduate, No,5600000,11700000,10,774,11000000, Approved
3816, Not Graduate, Yes,9500000,32000000,2,500,8300000, Approved
3817, Not Graduate, No,1500000,4000000,18,706,0, Approved
3818, Not Graduate, No,7400000,18300000,10,601,16400000, Approved
3819, Graduate, No,6000000,17400000,16,806,1800000, Approved
3820, Graduate, Yes,3000000,9600000,6,644,3900000, Approved
3821, Graduate, Yes,6000000,12900000,14,723,700000, Approved
3822, Graduate, Yes,600000,1500000,12,509,1600000, Rejected
3823, Graduate, No,1800000,6600000,4,898,2400000, Approved
3824, Graduate, Yes,5500000,12000000,2,567,7200000, Approved
3825, Graduate, No,1000000,2100000,6,715,2200000, Approved
3826, Not Graduate, Yes,1700000,3500000,10,854,5000000, Approved
3827, Graduate, Yes,3400000,12300000,8,523,6100000, Rejected
3828, Graduate, Yes,9600000,35900000,8,534,24500000, Rejected
3829, Not Graduate, Yes,2600000,7600000,18,470,700000, Rejected
3830, Graduate, No,1600000,3500000,18,619,3200000, Approved
3831, Graduate, Yes,4300000,12800000,20,572,8600000, Approved
3832, Graduate, No,1400000,3500000,16,365,2600000, Rejected
3833, Not Graduate, No,8000000,18000000,16,791,13900000, Approved
3834, Not Graduate, Yes,5000000,18100000,12,424,5200000, Rejected
3835, Graduate, No,4500000,10200000,12,726,2900000, Approved
3836, Graduate, No,3400000,9900000,2,736,3900000, Approved
3837, Graduate, Yes,5700000,12800000,14,488,13600000, Rejected
3838, Not Graduate, Yes,2600000,7600000,10,400,6800000, Rejected
3839, Graduate, Yes,4500000,12200000,20,311,11200000, Rejected
3840, Not Graduate, Yes,5100000,16800000,2,504,6400000, Approved
3841, Not Graduate, Yes,5100000,18600000,20,312,9600000, Rejected
3842, Graduate, Yes,1700000,6500000,14,587,1100000, Approved
3843, Not Graduate, No,5200000,10500000,20,317,3000000, Rejected
3844, Not Graduate, No,8400000,29000000,2,463,12700000, Approved
3845, Not Graduate, Yes,9000000,34000000,16,842,6300000, Approved
3846, Graduate, Yes,3400000,11800000,20,616,5000000, Approved
3847, Not Graduate, No,5400000,19400000,8,800,800000, Approved
3848, Graduate, Yes,700000,2100000,12,813,200000, Approved
3849, Graduate, No,7600000,24800000,12,564,14000000, Approved
3850, Not Graduate, No,5000000,14700000,12,837,2200000, Approved
3851, Not Graduate, Yes,2500000,9400000,16,735,0, Approved
3852, Not Graduate, Yes,2000000,5200000,16,724,5200000, Approved
3853, Not Graduate, No,9000000,23900000,12,658,5700000, Approved
3854, Graduate, No,8300000,31800000,16,858,24600000, Approved
3855, Not Graduate, Yes,3100000,8500000,8,614,1700000, Approved
3856, Graduate, Yes,8500000,25600000,16,714,11400000, Approved
3857, Graduate, Yes,1200000,4600000,20,605,3600000, Approved
3858, Graduate, Yes,2800000,5500000,8,875,6900000, Approved
3859, Graduate, Yes,2800000,10900000,6,359,5000000, Rejected
3860, Graduate, Yes,6500000,24100000,6,441,14100000, Rejected
3861, Graduate, No,8700000,25200000,18,790,25000000, Approved
3862, Not Graduate, Yes,5400000,13600000,4,821,11600000, Approved
3863, Not Graduate, No,8600000,33300000,16,375,19600000, Rejected
3864, Graduate, No,4700000,9600000,10,545,5200000, Rejected
3865, Not Graduate, Yes,1100000,3900000,4,891,1100000, Approved
3866, Graduate, No,6400000,14000000,8,486,5100000, Rejected
3867, Graduate, No,4300000,9900000,4,696,12400000, Approved
3868, Not Graduate, Yes,2900000,11100000,4,683,1700000, Approved
3869, Not Graduate, No,9600000,27100000,8,594,25500000, Approved
3870, Not Graduate, Yes,900000,2500000,20,529,900000, Rejected
3871, Not Graduate, No,8100000,26300000,4,429,3600000, Approved
3872, Not Graduate, Yes,8800000,25000000,4,400,11300000, Rejected
3873, Graduate, No,8800000,17500000,4,848,25400000, Approved
3874, Not Graduate, No,6400000,21500000,6,489,1600000, Rejected
3875, Graduate, No,2900000,6600000,10,326,8600000, Rejected
3876, Graduate, No,1600000,6100000,8,663,3900000, Approved
3877, Not Graduate, No,1600000,5100000,18,729,2500000, Approved
3878, Graduate, Yes,3100000,10700000,4,398,3100000, Approved
3879, Not Graduate, Yes,5600000,16700000,14,856,400000, Approved
3880, Graduate, Yes,8100000,19900000,20,347,22800000, Rejected
3881, Not Graduate, No,9100000,19300000,12,696,26200000, Approved
3882, Graduate, Yes,5500000,17100000,8,353,400000, Rejected
3883, Graduate, Yes,9700000,34300000,20,756,15700000, Approved
3884, Graduate, No,2300000,5400000,16,490,6200000, Rejected
3885, Not Graduate, Yes,5600000,18000000,10,531,6500000, Rejected
3886, Not Graduate, Yes,4500000,16600000,4,679,10300000, Approved
3887, Graduate, Yes,500000,1800000,8,877,100000, Approved
3888, Graduate, No,4200000,11000000,20,817,6700000, Approved
3889, Not Graduate, No,9100000,23300000,18,792,800000, Approved
3890, Graduate, Yes,3200000,12800000,18,664,6300000, Approved
3891, Graduate, Yes,6200000,21300000,16,882,11800000, Approved
3892, Not Graduate, Yes,2500000,7700000,10,768,4500000, Approved
3893, Graduate, No,9100000,27100000,12,787,24300000, Approved
3894, Graduate, Yes,500000,900000,12,538,0, Rejected
3895, Not Graduate, No,6900000,18000000,8,347,16400000, Rejected
3896, Graduate, Yes,1800000,5200000,16,317,4900000, Rejected
3897, Graduate, Yes,4000000,14500000,2,713,6200000, Approved
3898, Not Graduate, No,3900000,12300000,10,683,1000000, Approved
3899, Not Graduate, Yes,8000000,28100000,18,765,24000000, Approved
3900, Graduate, No,900000,3200000,10,803,1600000, Approved
3901, Graduate, Yes,8200000,29700000,6,405,3900000, Rejected
3902, Graduate, No,2300000,4900000,4,529,6200000, Rejected
3903, Graduate, Yes,6900000,19400000,6,801,10100000, Approved
3904, Not Graduate, No,8800000,30700000,12,707,15000000, Approved
3905, Graduate, No,2600000,7200000,8,349,5900000, Rejected
3906, Graduate, No,3700000,8700000,20,885,6200000, Approved
3907, Graduate, Yes,6200000,23800000,4,489,2900000, Approved
3908, Graduate, Yes,1000000,2600000,6,341,2900000, Rejected
3909, Not Graduate, No,6000000,20000000,12,637,10800000, Approved
3910, Not Graduate, Yes,9100000,31400000,4,304,14100000, Approved
3911, Graduate, No,1700000,6700000,16,537,4300000, Rejected
3912, Not Graduate, Yes,1700000,4600000,12,503,900000, Rejected
3913, Graduate, No,7100000,14300000,12,720,4600000, Approved
3914, Graduate, No,9400000,36800000,10,509,20700000, Rejected
3915, Not Graduate, No,6200000,16400000,6,360,900000, Rejected
3916, Graduate, No,8300000,31800000,16,818,23400000, Approved
3917, Graduate, Yes,8900000,21200000,8,716,5400000, Approved
3918, Graduate, Yes,6500000,14800000,12,360,3500000, Rejected
3919, Graduate, Yes,8100000,26700000,10,895,5100000, Approved
3920, Not Graduate, No,4900000,13500000,8,328,10500000, Rejected
3921, Graduate, No,9100000,26600000,2,812,23300000, Approved
3922, Graduate, Yes,9000000,33100000,16,456,23800000, Rejected
3923, Graduate, Yes,1300000,3900000,16,566,700000, Approved
3924, Not Graduate, No,6700000,25000000,20,598,5300000, Approved
3925, Not Graduate, No,3200000,9300000,6,656,7000000, Approved
3926, Not Graduate, No,7500000,28700000,2,895,2000000, Approved
3927, Graduate, No,4900000,12800000,14,653,7300000, Approved
3928, Not Graduate, Yes,700000,1800000,16,641,2100000, Approved
